id1 id2 k_ibd1 k_ibd2 n predicted_degree most_probable probability
HMB1017 HMB2968 0.2234 0.0209 54.0 4th 4th 0.6718811885150863
HMB1017 HMB2969 0.1844 0.001 57.0 4th 4th 0.9591471401206288
HMB1017 HMB2974 0.185 0.0 50.0 4th 4th 0.958507377721974
HMB1017 HMB2983 0.3286 0.0059 42.0 3rd 3rd 0.99129689931955
HMB1017 HMB2984 0.3399 0.0021 49.0 3rd 3rd 0.9948292538787245
HMB1017 HMB2985 0.3146 0.0021 47.0 3rd 3rd 0.9805527713949961
HMB1017 HMB3040 0.503 0.007 59.0 2nd 2nd 0.9998578139858637
HMB1017 HMB3060 0.3367 0.0 54.0 3rd 3rd 0.9937361676592913
HMB1017 HMB5058 0.9848 0.0148 22.0 PO PO 1.0
HMB1017 HMB5275 0.6018 0.013 48.0 2nd PHS 0.9625585473706187
HMB1019 HMB1020 0.5421 0.0639 62.0 2nd+ 2nd+ 0.9875914663086226
HMB1019 HMB1022 0.5647 0.2433 41.0 FS FS 1.0
HMB1019 HMB1069 0.3341 0.0088 58.0 3rd 3rd 0.9937494424194331
HMB1019 HMB1070 0.3613 0.0016 52.0 3rd 3rd 0.9967880356995017
HMB1019 HMB2968 0.2148 0.0 48.0 4th 4th 0.8211524409058606
HMB1019 HMB2981 0.1913 0.0 51.0 4th 4th 0.9425833642245657
HMB1019 HMB2983 0.3012 0.003 42.0 3rd 3rd 0.9611758525105606
HMB1019 HMB2984 0.3144 0.0 57.0 3rd 3rd 0.9796750968989383
HMB1019 HMB2985 0.2901 0.0012 52.0 3rd 3rd 0.9294315009696806
HMB1019 HMB3016 0.202 0.0066 57.0 4th 4th 0.8919117301966674
HMB1019 HMB3054 0.3207 0.0 52.0 3rd 3rd 0.9854576688383943
HMB1019 HMB3129 0.1834 0.005 43.0 4th 4th 0.958710743285172
HMB1019 HMB3130 0.2577 0.0 54.0 3rd 3rd 0.6903514467158812
HMB1019 HMB5058 0.9364 0.0603 22.0 PO PO 1.0
HMB1019 HMB5275 0.6122 0.0109 47.0 2nd PHS 0.9747267651415558
HMB1020 HMB1022 0.543 0.0966 59.0 2nd+ 2nd+ 0.999999796856327
HMB1020 HMB1069 0.3578 0.003 63.0 3rd 3rd 0.996967326693793
HMB1020 HMB1070 0.3664 0.0 61.0 3rd 3rd 0.9960711551100073
HMB1020 HMB2981 0.1981 0.0031 44.0 4th 4th 0.915212173314987
HMB1020 HMB3016 0.251 0.0042 51.0 3rd 3rd 0.6241187459674437
HMB1020 HMB3054 0.2756 0.0012 57.0 3rd 3rd 0.8571534909923433
HMB1020 HMB3129 0.1861 0.0 50.0 4th 4th 0.956069517406834
HMB1020 HMB3130 0.2163 0.0 56.0 4th 4th 0.8088953612612528
HMB1022 HMB1069 0.4558 0.0053 53.0 2nd PHS 0.8782437955335543
HMB1022 HMB1070 0.4097 0.0012 50.0 3rd 3rd 0.7780793195081835
HMB1022 HMB2968 0.2414 0.0 45.0 4th 4th 0.5204847293232566
HMB1022 HMB2981 0.2448 0.001 50.0 3rd 3rd 0.529635130588236
HMB1022 HMB2983 0.3503 0.0049 42.0 3rd 3rd 0.9967265817248105
HMB1022 HMB2984 0.3564 0.0025 56.0 3rd 3rd 0.9969766333909038
HMB1022 HMB2985 0.3186 0.0071 51.0 3rd 3rd 0.9854841399205289
HMB1022 HMB3016 0.2843 0.0 54.0 3rd 3rd 0.9041271302969516
HMB1022 HMB3034 0.1842 0.0065 38.0 4th 4th 0.9559392946102652
HMB1022 HMB3054 0.3666 0.0058 45.0 3rd 3rd 0.9957125918322143
HMB1022 HMB3129 0.2568 0.0 45.0 3rd 3rd 0.6798248445525216
HMB1022 HMB3130 0.2758 0.0055 47.0 3rd 3rd 0.8667912824626134
HMB1022 HMB5058 0.8723 0.1242 22.0 PO PO 0.8869976218735343
HMB1022 HMB5275 0.553 0.0026 53.0 2nd PHS 0.8398473832703296
HMB1023 HMB2167 0.5458 0.0105 77.0 2nd MHS 0.999334988773765
HMB1028 HMB1030 0.515 0.0059 68.0 2nd MHS 0.9769990980722363
HMB1028 HMB1033 0.461 0.1227 56.0 2nd+ 2nd+ 0.9999995635742436
HMB1028 HMB1034 0.28 0.0038 65.0 3rd 3rd 0.8882355309299738
HMB1028 HMB1035 0.2707 0.0056 68.0 3rd 3rd 0.831739501589844
HMB1028 HMB2925 0.6151 0.0093 47.0 2nd PHS 0.9732571310387813
HMB1028 HMB2976 0.2734 0.0049 60.0 3rd 3rd 0.8497914239324346
HMB1028 HMB2996 0.3187 0.0097 67.0 3rd 3rd 0.9861459684254056
HMB1028 HMB2998 0.2407 0.0 54.0 4th 4th 0.529948403403803
HMB1030 HMB1033 0.3367 0.0037 66.0 3rd 3rd 0.9940821405550961
HMB1030 HMB1034 0.2893 0.0035 60.0 3rd 3rd 0.9290480429371426
HMB1030 HMB1035 0.3592 0.001 74.0 3rd 3rd 0.9969253248672422
HMB1030 HMB2976 0.2617 0.0011 56.0 3rd 3rd 0.7381915592390792
HMB1030 HMB2996 0.2984 0.0 64.0 3rd 3rd 0.9529511239780188
HMB1030 HMB2998 0.2762 0.0018 59.0 3rd 3rd 0.8622578750267244
HMB1033 HMB1034 0.5594 0.0049 59.0 2nd HS 0.9999919405911654
HMB1033 HMB1035 0.4822 0.0089 72.0 2nd MHS 0.994130166456699
HMB1033 HMB2925 0.5603 0.0029 57.0 2nd HS 0.9997346853800845
HMB1033 HMB2976 0.3026 0.0049 59.0 3rd 3rd 0.9649733319434993
HMB1033 HMB2996 0.3054 0.0 61.0 3rd 3rd 0.9673215351117659
HMB1033 HMB2998 0.3306 0.0 60.0 3rd 3rd 0.9913996082381246
HMB1034 HMB1035 0.4649 0.0043 63.0 2nd MHS 0.8500140761020504
HMB1034 HMB2976 0.292 0.0047 56.0 3rd 3rd 0.9392389339047751
HMB1034 HMB2996 0.2908 0.0026 69.0 3rd 3rd 0.933316749809092
HMB1034 HMB2998 0.2965 0.0054 55.0 3rd 3rd 0.9522793972603493
HMB1035 HMB1036 0.5251 0.012 52.0 2nd PHS 0.8943064206838701
HMB1035 HMB2233 0.5027 0.0096 45.0 2nd PHS 0.9923221423926757
HMB1035 HMB2976 0.283 0.0053 61.0 3rd 3rd 0.9055076197828241
HMB1035 HMB2996 0.3167 0.015 70.0 3rd 3rd 0.9858178836035258
HMB1035 HMB2998 0.296 0.002 61.0 3rd 3rd 0.94838312146418
HMB1035 HMB5177 0.5132 0.0044 53.0 2nd PHS 0.8483597778826143
HMB1036 HMB1037 0.5509 0.0137 68.0 2nd MHS 0.9812570446178173
HMB1036 HMB1038 0.5998 0.0 62.0 2nd MHS 0.8658935833833802
HMB1036 HMB2096 0.4628 0.0084 65.0 2nd MHS 0.9170544325540522
HMB1036 HMB2233 0.5979 0.009 38.0 2nd PHS 0.9991333852160065
HMB1036 HMB5177 0.6255 0.0141 50.0 2nd PHS 0.9221012245229542
HMB1037 HMB1038 0.5373 0.0056 72.0 2nd MHS 0.9952218730830268
HMB1037 HMB1051 0.5534 0.0 55.0 2nd HS 0.9999953439271565
HMB1037 HMB2096 0.5083 0.0051 69.0 2nd MHS 0.9825157571693824
HMB1037 HMB3070 0.5694 0.0143 55.0 2nd HS 0.9998317252478909
HMB1037 HMB3097 0.6076 0.0146 57.0 2nd HS 0.9999345666661227
HMB1038 HMB2096 0.556 0.252 44.0 FS FS 1.0
HMB1047 HMB1050 0.5949 0.0107 65.0 2nd MHS 0.961169361869365
HMB1047 HMB1051 0.5355 0.0203 62.0 2nd MHS 0.847482069924207
HMB1047 HMB2101 0.1874 0.0042 49.0 4th 4th 0.9498447820815571
HMB1047 HMB2102 0.2136 0.0047 59.0 4th 4th 0.8194329864190292
HMB1047 HMB2183 0.2961 0.0051 54.0 3rd 3rd 0.9510569664491695
HMB1047 HMB2184 0.1933 0.0082 49.0 4th 4th 0.927975125716128
HMB1047 HMB2192 0.3678 0.0043 52.0 3rd 3rd 0.9954567925724327
HMB1047 HMB2194 0.3595 0.0028 55.0 3rd 3rd 0.996902992792884
HMB1047 HMB3011 0.2356 0.0028 47.0 4th 4th 0.5867966486751129
HMB1047 HMB3022 0.2938 0.0055 70.0 3rd 3rd 0.9452544325232681
HMB1047 HMB3043 0.2954 0.0078 67.0 3rd 3rd 0.9513398744416484
HMB1047 HMB3070 0.5503 0.0156 64.0 2nd MHS 0.9267100014077617
HMB1050 HMB1051 0.5492 0.0087 61.0 2nd HS 0.9999491324850581
HMB1050 HMB2101 0.2327 0.003 53.0 4th 4th 0.6235643453305588
HMB1050 HMB2102 0.1863 0.0102 55.0 4th 4th 0.9479880259206117
HMB1050 HMB2183 0.2918 0.0072 52.0 3rd 3rd 0.9409257561532043
HMB1050 HMB2184 0.1942 0.0 44.0 4th 4th 0.9334577755534545
HMB1050 HMB2192 0.3495 0.0 58.0 3rd 3rd 0.9964747037292121
HMB1050 HMB2194 0.3782 0.0037 50.0 3rd 3rd 0.9890521986428564
HMB1050 HMB3011 0.1997 0.0 46.0 4th 4th 0.9123651724772849
HMB1050 HMB3022 0.2733 0.006 67.0 3rd 3rd 0.851384302039333
HMB1050 HMB3043 0.2189 0.0105 61.0 4th 4th 0.7559263545073382
HMB1050 HMB3070 0.5937 0.0022 57.0 2nd HS 0.9998235302587323
HMB1051 HMB2101 0.2127 0.0044 52.0 4th 4th 0.8272417751829632
HMB1051 HMB2102 0.2434 0.0044 58.0 3rd 3rd 0.5245497954990946
HMB1051 HMB2183 0.3484 0.0019 56.0 3rd 3rd 0.9964150261935713
HMB1051 HMB2184 0.2153 0.0021 47.0 4th 4th 0.8119581895743403
HMB1051 HMB2192 0.3019 0.0036 53.0 3rd 3rd 0.9629183417820786
HMB1051 HMB2194 0.3277 0.0048 49.0 3rd 3rd 0.9907131483474922
HMB1051 HMB3011 0.2105 0.0017 52.0 4th 4th 0.8493560260556806
HMB1051 HMB3014 0.1807 0.0064 47.0 4th 4th 0.9633329436225482
HMB1051 HMB3015 0.1864 0.0017 46.0 4th 4th 0.9541832119429678
HMB1051 HMB3022 0.3458 0.0029 67.0 3rd 3rd 0.9960872377151776
HMB1051 HMB3043 0.3021 0.0089 63.0 3rd 3rd 0.9662382030171774
HMB1051 HMB3070 0.4452 0.3761 47.0 FS FS 1.0
HMB1051 HMB3097 0.6261 0.015 53.0 2nd HS 0.9999924352410136
HMB1069 HMB1070 0.532 0.2802 50.0 FS FS 1.0
HMB1069 HMB2968 0.5224 0.0044 63.0 2nd AV 0.9525831429599544
HMB1069 HMB2981 0.5878 0.0146 64.0 2nd AV 0.9823783111282588
HMB1069 HMB3016 0.9825 0.0175 23.0 PO PO 1.0
HMB1069 HMB3034 0.5669 0.0162 67.0 2nd AV 0.9943444278395108
HMB1069 HMB3054 0.5831 0.0053 54.0 2nd HS 0.9999632144161434
HMB1069 HMB3129 0.5702 0.0185 60.0 2nd AV 0.8704006340085438
HMB1069 HMB3130 0.5232 0.0029 68.0 2nd AV 0.9322568186456417
HMB1070 HMB2968 0.5325 0.0061 60.0 2nd AV 0.8028003796929506
HMB1070 HMB2981 0.5294 0.0062 70.0 2nd AV 0.9990028538365076
HMB1070 HMB3016 0.6162 0.0067 70.0 2nd AV 0.9992277592833815
HMB1070 HMB3034 0.5685 0.0012 58.0 2nd GPAV 0.999510518082418
HMB1070 HMB3054 0.4883 0.0039 56.0 2nd HS 0.9992492001226745
HMB1070 HMB3129 0.6176 0.0165 65.0 2nd AV 0.9901430241677874
HMB1070 HMB3130 0.567 0.0199 65.0 2nd AV 0.9850020718631216
HMB1078 HMB2925 0.5576 0.0055 69.0 2nd MHS 0.9878813527401019
HMB1078 HMB5093 0.1783 0.0016 46.0 4th 4th 0.9700262384110564
HMB1079 HMB2161 0.9921 0.0075 23.0 PO PO 1.0
HMB1079 HMB2163 0.978 0.022 22.0 PO PO 1.0
HMB1079 HMB2164 0.4791 0.0051 53.0 2nd MGP 0.8558567409749942
HMB1079 HMB2200 0.5717 0.0122 35.0 2nd GP 0.9999975918954696
HMB1079 HMB2912 0.519 0.0046 41.0 2nd GP 0.999862363681432
HMB1079 HMB2977 0.6705 0.0293 50.0 2nd 2nd 0.9999934287927905
HMB1079 HMB2978 0.4937 0.0185 49.0 2nd MGP 0.8563888574315202
HMB1161 HMB2173 0.5144 0.242 64.0 FS FS 1.0
HMB1161 HMB2174 0.5451 0.0073 78.0 2nd AV 0.9999839533355166
HMB1161 HMB2175 0.5528 0.0025 72.0 2nd AV 0.9996625755247779
HMB1161 HMB2176 0.5521 0.0063 80.0 2nd AV 0.9999416234082542
HMB1161 HMB2601 0.9567 0.0402 22.0 PO PO 1.0
HMB1161 HMB3048 0.9898 0.0091 22.0 PO PO 1.0
HMB1173 HMB2233 0.3024 0.002 57.0 3rd 3rd 0.9629539706263358
HMB1173 HMB2285 0.315 0.005 53.0 3rd 3rd 0.9818229861458996
HMB1173 HMB2906 0.5504 0.0202 46.0 2nd PHS 0.985919828461776
HMB1173 HMB3033 0.3389 0.0068 57.0 3rd 3rd 0.9949335198325087
HMB1173 HMB3034 0.3582 0.0068 56.0 3rd 3rd 0.9969423770446667
HMB1173 HMB3035 0.2887 0.0 45.0 3rd 3rd 0.9229058337040771
HMB1173 HMB3036 0.4271 0.0075 51.0 2nd 2nd 0.6808241794655963
HMB1191 HMB1193 0.9819 0.0181 22.0 PO PO 1.0
HMB1191 HMB2272 0.43 0.0018 61.0 2nd 2nd 0.7169775907859638
HMB1191 HMB1195 0.272 0.0138 57.0 3rd 3rd 0.8584294526225174
HMB1191 HMB2157 0.2159 0.0095 55.0 4th 4th 0.787421398343379
HMB1191 HMB2281 0.2639 0.0025 55.0 3rd 3rd 0.7647181285857108
HMB1191 HMB2915 0.991 0.0084 22.0 PO PO 1.0
HMB1191 HMB2923 0.993 0.007 23.0 PO PO 1.0
HMB1191 HMB2924 0.9933 0.0061 22.0 PO PO 1.0
HMB1191 HMB3030 0.5302 0.0087 64.0 2nd 2nd 0.9999925306121479
HMB1191 HMB3108 0.5088 0.0135 70.0 2nd MHS 0.9850135613826486
HMB1191 HMB5176 0.988 0.0106 23.0 PO PO 1.0
HMB1193 HMB2272 0.2325 0.0015 57.0 4th 4th 0.6318206175745172
HMB1193 HMB1195 0.1849 0.0036 51.0 4th 4th 0.9563330603933554
HMB1193 HMB2914 0.9956 0.0043 23.0 PO PO 1.0
HMB1193 HMB2915 0.5208 0.2444 44.0 FS FS 1.0
HMB1193 HMB2919 0.5691 0.0198 44.0 2nd PHS 0.9928071269815304
HMB1193 HMB2920 0.5234 0.0056 41.0 2nd PHS 0.9982586279583593
HMB1193 HMB2923 0.5361 0.2579 44.0 FS FS 1.0
HMB1193 HMB2924 0.4471 0.3175 44.0 FS FS 1.0
HMB1193 HMB3030 0.2893 0.0031 58.0 3rd 3rd 0.9286164869227614
HMB1193 HMB3108 0.3133 0.0045 60.0 3rd 3rd 0.9799471072397437
HMB1193 HMB5176 0.4614 0.0141 72.0 2nd MHS 0.9845774513768023
HMB2272 HMB1195 0.9845 0.0139 23.0 PO PO 1.0
HMB2272 HMB2157 0.9863 0.012 24.0 PO PO 1.0
HMB2272 HMB2281 0.9866 0.0124 23.0 PO PO 1.0
HMB2272 HMB2915 0.2227 0.0032 61.0 4th 4th 0.7395472433512252
HMB2272 HMB2923 0.2846 0.0032 60.0 3rd 3rd 0.9099025994940405
HMB2272 HMB2924 0.2247 0.0 49.0 4th 4th 0.728578018549491
HMB2272 HMB3030 0.5379 0.0096 62.0 2nd 2nd 0.9999967830176468
HMB2272 HMB3108 0.5515 0.0034 69.0 2nd MHS 0.9790322236937958
HMB2272 HMB5176 0.2624 0.0015 62.0 3rd 3rd 0.7466968608379317
HMB1195 HMB2157 0.5293 0.2021 55.0 FS FS 1.0
HMB1195 HMB2281 0.555 0.002 69.0 2nd MHS 0.9876392749993288
HMB1195 HMB2915 0.1786 0.0032 55.0 4th 4th 0.9687690341181492
HMB1195 HMB2923 0.2093 0.0011 54.0 4th 4th 0.8586855369417452
HMB1195 HMB3030 0.3653 0.0161 57.0 3rd 3rd 0.9952602695203316
HMB1195 HMB3108 0.3423 0.004 65.0 3rd 3rd 0.9955100257995015
HMB1195 HMB3119 0.5588 0.0066 36.0 2nd GP 0.9999937443512864
HMB1195 HMB5176 0.1907 0.0044 50.0 4th 4th 0.9404192240580472
HMB1602 HMB2095 0.5287 0.0161 69.0 2nd AV 0.9962312441416377
HMB1602 HMB2163 0.5278 0.0152 56.0 2nd HS 0.9999755597700357
HMB1602 HMB2164 0.3452 0.0102 70.0 3rd 3rd 0.9963266158697598
HMB1602 HMB2168 0.2832 0.0043 50.0 3rd 3rd 0.9050378088101028
HMB1602 HMB2187 0.5249 0.0109 54.0 2nd HS 0.9999722334464408
HMB1602 HMB2275 0.2967 0.0 52.0 3rd 3rd 0.9486422908356822
HMB1602 HMB2276 0.2856 0.0043 51.0 3rd 3rd 0.91564671043022
HMB1602 HMB3012 0.6441 0.0078 63.0 2nd AV 0.9765832627549939
HMB1602 HMB3024 0.4847 0.0071 74.0 2nd MHS 0.9966436279425843
HMB1602 HMB3044 0.2628 0.0025 50.0 3rd 3rd 0.7538187172207751
HMB1602 HMB3109 0.2982 0.0064 53.0 3rd 3rd 0.9569735271448839
HMB1602 HMB3110 0.2551 0.0011 46.0 3rd 3rd 0.6634605256643262
HMB1602 HMB5266 0.3709 0.0 76.0 3rd 3rd 0.9946805246587036
HMB2001 HMB2161 0.9775 0.0212 25.0 PO PO 1.0
HMB2094 HMB2256 0.9759 0.0241 22.0 PO PO 1.0
HMB2094 HMB2968 0.2934 0.0153 52.0 3rd 3rd 0.9519669942873181
HMB2094 HMB2969 0.287 0.0038 50.0 3rd 3rd 0.9207337314455392
HMB2094 HMB2974 0.3301 0.0054 47.0 3rd 3rd 0.9918935983584809
HMB2094 HMB3016 0.3693 0.0018 57.0 3rd 3rd 0.9951404799178323
HMB2094 HMB3040 0.2155 0.003 46.0 4th 4th 0.8080282598805225
HMB2094 HMB3060 0.6032 0.018 52.0 2nd PHS 0.827267538852136
HMB2094 HMB5192 0.3894 0.0046 42.0 3rd 3rd 0.9655371174197973
HMB2095 HMB3012 0.5667 0.0133 60.0 2nd 2nd 0.9999998447324437
HMB2095 HMB3024 0.5263 0.0098 77.0 2nd AV 0.9798640549292518
HMB2095 HMB5266 0.3115 0.0113 70.0 3rd 3rd 0.9801995425777421
HMB2101 HMB2102 0.5026 0.238 55.0 FS FS 1.0
HMB2101 HMB2978 0.4563 0.0091 58.0 2nd 2nd 0.9804966565482466
HMB2101 HMB3009 0.554 0.0141 53.0 2nd PHS 0.8324400145849791
HMB2101 HMB3015 0.1781 0.0 54.0 4th 4th 0.9710824744438877
HMB2101 HMB3022 0.1807 0.0016 54.0 4th 4th 0.9660024635364266
HMB2101 HMB3033 0.4957 0.0131 59.0 2nd HS 0.9991361315800907
HMB2101 HMB3036 0.2444 0.0013 47.0 3rd 3rd 0.5254504650773005
HMB2101 HMB3043 0.1978 0.0011 58.0 4th 4th 0.9189315951519927
HMB2101 HMB3070 0.2161 0.0044 55.0 4th 4th 0.799290173100673
HMB2101 HMB3099 0.1942 0.0044 40.0 4th 4th 0.9288548896299416
HMB2101 HMB3128 0.5575 0.0031 51.0 2nd PHS 0.9154830174051739
HMB2102 HMB2978 0.5608 0.0099 46.0 2nd PHS 0.9742244096378468
HMB2102 HMB3009 0.5011 0.013 54.0 2nd PHS 0.8255693822628066
HMB2102 HMB3015 0.1869 0.0012 50.0 4th 4th 0.9533477495303124
HMB2102 HMB3022 0.2333 0.0 58.0 4th 4th 0.6274161624563547
HMB2102 HMB3033 0.5488 0.0144 48.0 2nd PHS 0.9715558885807563
HMB2102 HMB3036 0.2325 0.0 57.0 4th 4th 0.6374982237614046
HMB2102 HMB3043 0.2669 0.0079 60.0 3rd 3rd 0.8068271064007241
HMB2102 HMB3070 0.221 0.0044 51.0 4th 4th 0.7532826580676129
HMB2102 HMB3099 0.2104 0.0045 43.0 4th 4th 0.8441284136219148
HMB2102 HMB3128 0.4823 0.0137 47.0 2nd PHS 0.9826352129380793
HMB2157 HMB2281 0.4594 0.004 65.0 2nd MHS 0.9036189489612322
HMB2157 HMB3030 0.2627 0.0076 55.0 3rd 3rd 0.7679754084449061
HMB2157 HMB3108 0.284 0.0044 57.0 3rd 3rd 0.9088358837650977
HMB2157 HMB3119 0.565 0.0056 39.0 2nd GP 0.9999605354463957
HMB2161 HMB2163 0.5128 0.0057 68.0 2nd MHS 0.9798522045922928
HMB2161 HMB2164 0.2954 0.0064 64.0 3rd 3rd 0.9502718979859011
HMB2161 HMB2200 0.3187 0.0044 47.0 3rd 3rd 0.984924935767127
HMB2161 HMB2912 0.3361 0.0 53.0 3rd 3rd 0.9935410696828907
HMB2161 HMB2977 0.4168 0.002 69.0 3rd 3rd 0.6169094520099093
HMB2161 HMB2978 0.308 0.002 62.0 3rd 3rd 0.9723834977545375
HMB2163 HMB2164 0.9841 0.0151 22.0 PO PO 1.0
HMB2163 HMB2168 0.2713 0.0034 60.0 3rd 3rd 0.8312657105058284
HMB2163 HMB2187 0.5609 0.0153 53.0 2nd PHS 0.8383339017423892
HMB2163 HMB2200 0.3128 0.0141 57.0 3rd 3rd 0.9823144446766601
HMB2163 HMB2275 0.3338 0.0025 54.0 3rd 3rd 0.993005839085919
HMB2163 HMB2276 0.2871 0.0 52.0 3rd 3rd 0.9165029175207525
HMB2163 HMB2912 0.3431 0.0198 52.0 3rd 3rd 0.9961903031482732
HMB2163 HMB2977 0.3972 0.0038 70.0 3rd 3rd 0.9258900419943226
HMB2163 HMB2978 0.3059 0.0039 65.0 3rd 3rd 0.9700705898416455
HMB2163 HMB3044 0.2958 0.0074 49.0 3rd 3rd 0.9520368928938848
HMB2163 HMB3109 0.2828 0.0012 62.0 3rd 3rd 0.898640548011511
HMB2163 HMB3110 0.3084 0.0066 55.0 3rd 3rd 0.9748634317192783
HMB2164 HMB2187 0.3798 0.001 58.0 3rd 3rd 0.9879451964224933
HMB2164 HMB2275 0.2214 0.0017 54.0 4th 4th 0.7574200293870241
HMB2164 HMB2276 0.2075 0.0 61.0 4th 4th 0.8721344158689489
HMB2164 HMB2284 0.3263 0.0088 69.0 3rd 3rd 0.9906121965687673
HMB2164 HMB2297 0.1786 0.0 64.0 4th 4th 0.9703114235232343
HMB2164 HMB2500 0.5352 0.0065 54.0 2nd HS 0.9999109033307844
HMB2164 HMB2912 0.2309 0.0018 66.0 4th 4th 0.6506474035246481
HMB2164 HMB2926 0.3496 0.0027 67.0 3rd 3rd 0.9965863786612608
HMB2164 HMB2963 0.5141 0.0029 62.0 2nd MHS 0.8300677261562182
HMB2164 HMB2971 0.2667 0.0023 70.0 3rd 3rd 0.7903882658710155
HMB2164 HMB2972 0.2228 0.0 70.0 4th 4th 0.7484633547760781
HMB2164 HMB2977 0.2469 0.0041 59.0 3rd 3rd 0.5703165113567945
HMB2164 HMB2978 0.1769 0.0 54.0 4th 4th 0.9728545404467349
HMB2164 HMB2979 0.2852 0.0097 61.0 3rd 3rd 0.9206380375286904
HMB2164 HMB2980 0.5829 0.0126 55.0 2nd HS 0.9987796844982231
HMB2164 HMB2999 0.3522 0.0082 69.0 3rd 3rd 0.9969339601162585
HMB2164 HMB3003 0.303 0.0084 53.0 3rd 3rd 0.9675388079390673
HMB2164 HMB3025 0.2757 0.0025 55.0 3rd 3rd 0.8603847389354611
HMB2164 HMB3032 0.1809 0.0048 62.0 4th 4th 0.9638687213276508
HMB2164 HMB3044 0.2244 0.0085 54.0 4th 4th 0.7036888291265466
HMB2164 HMB3109 0.1842 0.0013 56.0 4th 4th 0.9593794990368997
HMB2164 HMB3110 0.2417 0.008 60.0 3rd 3rd 0.5162133481359301
HMB2167 HMB2943 0.9908 0.0078 22.0 PO PO 1.0
HMB2167 HMB3090 0.2057 0.0028 48.0 4th 4th 0.8778093596022802
HMB2167 HMB3092 0.1925 0.0039 58.0 4th 4th 0.9352065721193847
HMB2167 HMB3098 0.2022 0.001 42.0 4th 4th 0.8994377651792174
HMB2168 HMB2187 0.3368 0.0066 54.0 3rd 3rd 0.994364183145587
HMB2168 HMB2275 0.4781 0.153 57.0 2nd+ 2nd+ 0.9999765785766648
HMB2168 HMB2276 0.528 0.0048 58.0 2nd 2nd 0.9999896364372052
HMB2168 HMB3044 0.2257 0.0023 62.0 4th 4th 0.7100559459746382
HMB2168 HMB3109 0.2127 0.0023 68.0 4th 4th 0.8320862369721735
HMB2168 HMB3110 0.2276 0.0021 54.0 4th 4th 0.6890982921968654
HMB2170 HMB2180 0.5046 0.0034 49.0 2nd PHS 0.9685327823522115
HMB2170 HMB2185 0.3232 0.0128 59.0 3rd 3rd 0.9896063219516907
HMB2170 HMB2187 0.2848 0.0 68.0 3rd 3rd 0.9064513167513935
HMB2170 HMB2188 0.1974 0.0062 56.0 4th 4th 0.9142250778163554
HMB2170 HMB2195 0.2459 0.0048 63.0 3rd 3rd 0.5598004163634182
HMB2170 HMB2196 0.2767 0.003 57.0 3rd 3rd 0.8677108257733076
HMB2170 HMB2200 0.4788 0.0151 72.0 2nd MHS 0.993302679164365
HMB2170 HMB2201 0.5562 0.0031 59.0 2nd HS 0.9983881868221609
HMB2170 HMB2926 0.242 0.0032 56.0 3rd 3rd 0.5006960266057654
HMB2170 HMB2954 0.4796 0.0097 47.0 2nd PHS 0.9840684256153215
HMB2170 HMB3002 0.4751 0.0184 49.0 2nd 2nd 0.9978595562586938
HMB2170 HMB3003 0.1732 0.0046 52.0 4th 4th 0.9759795755895211
HMB2170 HMB3047 0.2038 0.0023 58.0 4th 4th 0.8892421066721928
HMB2170 HMB3048 0.1933 0.0058 52.0 4th 4th 0.9305502379499945
HMB2170 HMB3080 0.4773 0.0081 50.0 2nd PHS 0.9522092124778961
HMB2173 HMB2174 0.9782 0.0218 22.0 PO PO 1.0
HMB2173 HMB2175 0.9895 0.009 22.0 PO PO 1.0
HMB2173 HMB2176 0.9918 0.007 22.0 PO PO 1.0
HMB2173 HMB2601 0.955 0.0435 22.0 PO PO 1.0
HMB2173 HMB3048 0.542 0.0059 70.0 2nd AV 0.9989680600922984
HMB2174 HMB2175 0.6285 0.0037 59.0 2nd HS 0.9907434924489759
HMB2174 HMB2176 0.555 0.0143 69.0 2nd MHS 0.9728103339146023
HMB2174 HMB2601 0.5656 0.0112 57.0 2nd GPAV 0.9999290720120605
HMB2174 HMB3048 0.3654 0.008 65.0 3rd 3rd 0.9958982993779659
HMB2175 HMB2176 0.5406 0.2796 50.0 FS FS 1.0
HMB2175 HMB2601 0.5596 0.0075 47.0 2nd MGP 0.8329870549260397
HMB2175 HMB2974 0.1953 0.0013 48.0 4th 4th 0.9282556220465051
HMB2175 HMB3048 0.3766 0.0032 55.0 3rd 3rd 0.990706748195737
HMB2175 HMB3087 0.4803 0.0146 50.0 2nd PHS 0.9538515397524626
HMB2176 HMB2601 0.5141 0.001 55.0 2nd GP 0.8036878556104211
HMB2176 HMB2974 0.2192 0.0015 54.0 4th 4th 0.7792206260842586
HMB2176 HMB3024 0.1779 0.0022 43.0 4th 4th 0.9703700858628755
HMB2176 HMB3048 0.3101 0.0037 63.0 3rd 3rd 0.9759392750147211
HMB2176 HMB3077 0.2002 0.001 41.0 4th 4th 0.9088296901281504
HMB2176 HMB3078 0.1816 0.0 49.0 4th 4th 0.9652498038017239
HMB2176 HMB3085 0.1875 0.0075 46.0 4th 4th 0.9469435550667636
HMB2176 HMB3087 0.4582 0.0047 52.0 2nd PHS 0.9016548340526074
HMB2176 HMB3089 0.1828 0.0 53.0 4th 4th 0.9630001783959328
HMB2180 HMB2181 0.5065 0.001 71.0 2nd MHS 0.9921974045279521
